avg_lst,max_lst,centroid_lon,centroid_lat
189.8,221,13.416951181307633,52.48332323856457
199.7,221,13.427991241824568,52.483470470318686
220.42,222,13.439031397504616,52.4836166722333
220.59,223,13.450071647680884,52.48376184428816
220.35,222,13.461111991686444,52.483905986463185
203.95,222,13.472152428854328,52.48404909873841
213.31,223,13.483192958517535,52.48419118109403
222.06,223,13.494233580009025,52.484332233510365
221.09,223,13.505274292661733,52.4844722559679
220.86,222,13.51631509580855,52.48461124844723
221.31,223,13.527355988782334,52.484749210929124
210.71,223,13.53839697091591,52.48488614339448
209.57,223,13.549438041542071,52.485022045824344
218.88,222,13.560479199993573,52.48515691819989
220.56,223,13.57152044560314,52.48529076050244
221.6,223,13.582561777703463,52.485423572713465
221.68,223,13.5936031956272,52.4855553548146
221.67,223,13.604644698706975,52.48568610678756
221.08,223,13.615686286275384,52.48581582861427
200.8,223,13.146174069906454,52.48717610228192
222.05,223,13.157213536447689,52.487348606581406
221.87,223,13.168253114546957,52.487520081294406
